id,restaurant_id,restaurant_name,zip_code,avg_sentiment_polarity,avg_sentiment_subjectivity,zip_code_income,restaurant_rating,price
3891,wDgRdrgqHlU0Q8ZLZ0WqWg,Senor Tequila,96134,0.23797619047619054,0.23797619047619054,27383.0,5.0,$
3892,1jxf2NA3aeL9bGXODiEb6g,Taco's A La Mexicana,96058,0.3729166666666666,0.3729166666666666,22266.0,4.5,$
3893,Mu7ncTB-Nov5LqgXwK5KIw,Mike & Wanda's Family Dining,96134,0.30277777777777776,0.30277777777777776,27383.0,4.0,$
3894,FOOgzIIQp-vHOJz3n8qrJw,Casa Villanueva,96058,0.4679761904761905,0.4679761904761905,22266.0,4.5,$
3895,Ak7_BCYQTlZGx1KgQyacQQ,Bigoni's Pizza Barn,96134,0.2986111111111111,0.2986111111111111,27383.0,4.5,$
3896,toAzaOvPjQB5jL8HLLSFrg,Happy Garden Restaurant & Bar,95458,-0.35000000000000003,-0.35000000000000003,25345.0,4.0,$
3897,-869mTLoY-7Qyb-_zrLmdQ,Marcel’s French Bakery & Cafe,95458,0.5830555555555555,0.5830555555555555,25345.0,4.5,$
3898,CxoPOKub1TsOgmh7M_TbqQ,Country Kitchen Cafe,95458,0.38611111111111107,0.38611111111111107,25345.0,3.5,$
3899,GnVJWf_6Z6ThX-Juy-0mcQ,Firehouse Pizza Restaurant,95458,0.0787037037037037,0.0787037037037037,25345.0,3.5,$
3902,9BloM1gSGP7WwYkyL_REhQ,Casa Blanca Restaurant,92240,0.2800925925925926,0.2800925925925926,27335.0,4.0,$
3903,U_csTDhIlQLgm6bh4BB4IQ,Zapopan Mexican Food,92240,0.1428472222222222,0.1428472222222222,27335.0,4.0,$
3904,-vZie9rShshG7A3i3YJYEA,Dillon's Burgers & Beers,92240,-0.03444444444444444,-0.03444444444444444,27335.0,4.0,$
3905,hEnLMMokl92jyP82BfhZyw,The Sandwich Spot,92240,0.3148148148148148,0.3148148148148148,27335.0,4.5,$
3906,9bnl2TXKv67DqHumrPl6cA,Elmer's Restaurant,92240,0.2805555555555555,0.2805555555555555,27335.0,4.5,$
3907,ltXWolU5sPDRGy1LXsGzTg,L'Atelier Cafe,92240,0.04484126984126984,0.04484126984126984,27335.0,4.5,$
3908,B5e5tRKJkZ8H8PXFQMJmvg,Strawhouse Resorts & Organic Coffee,96010,0.5804365079365079,0.5804365079365079,21000.0,4.5,$
3909,x1-fudt_VC2Yp9wah55Dnw,Raging Creek Pub Eatery,95546,-0.036111111111111115,-0.036111111111111115,20739.0,4.0,$
3910,IDQAZ07lKiiMyz-0VzJU6A,Early Bird,96010,0.11215277777777782,0.11215277777777782,21000.0,4.0,$
3912,uAZrkolFvfDlR3LywL0fwQ,River Song Natural Foods,96010,0.49200937950937956,0.49200937950937956,21000.0,4.5,$
3913,0YwA156Uzca7Xx0e6DznIg,Bigfoot Steakhouse,96010,0.11666666666666665,0.11666666666666665,21000.0,3.0,$
3914,q_I8HS5nM1hVKlcEyzIXhQ,Olive Pit,95939,0.2833333333333333,0.2833333333333333,24861.0,4.0,$
3915,PQnTOw7rc-WPhqSy4wQQ0w,Bartels Giant Burger,95939,0.06111111111111111,0.06111111111111111,24861.0,4.0,$
3917,t1lZgaEOqwuek6xNgPlHLg,Johnny Boys Tacos,96092,-0.016666666666666646,-0.016666666666666646,27308.0,4.5,$
3918,4a2hFXNnRd_aVSBZU8DINg,Condor Marka Peruvian Restaurant,96092,0.33337962962962964,0.33337962962962964,27308.0,4.0,$
3919,AS6rMjJqC0lFxHnqkh_lhA,Punjab Indian Restaurant,96092,-0.04222222222222224,-0.04222222222222224,27308.0,4.0,$
3920,5CmdLDijM8QKECfPdVaFsg,The Runway Cafe,93615,0.4471230158730159,0.4471230158730159,26694.0,5.0,$
3921,1F6ROmIstmzHjLF8E6Q_Sw,Quesadilla Gorilla,93235,0.24444444444444446,0.24444444444444446,26215.0,4.5,$
3922,wu9UbpCZ7pvI7-mAdDuBiA,Taqueria Super Taco,93286,0.5547222222222222,0.5547222222222222,27221.0,4.0,$
3923,WG1ugEbNQEjW6T0MMZDuTQ,Las Espuelas Carniceria and Taqueria,93286,0.5598484848484848,0.5598484848484848,27221.0,4.5,$
3924,-_E8x83cKlizXMQctE6sRA,Woodlake Drive-In,93286,0.44814814814814813,0.44814814814814813,27221.0,4.0,$
3925,EtcI4qA2yptj1EGS6rL-Ow,Dora's Restaurant,93286,0.3233333333333333,0.3233333333333333,27221.0,4.0,$
3926,enCQJ7RkcM6jU0MsaoZO3g,The Station,96115,0.4175,0.4175,27083.0,4.5,$
3927,p6Jtp6HHUGgfJ3NA_MH4_w,Woody's,96115,0.1231878306878307,0.1231878306878307,27083.0,4.5,$
3928,NL8_B67sXD_UnEWBqWmzjg,Wagon Wheel Cafe,96015,0.3130555555555556,0.3130555555555556,26750.0,4.0,$
3929,oYA-P6IKalRv1iSGTGiXjg,Harold's Frosty,96015,0.37233333333333335,0.37233333333333335,26750.0,4.5,$
3931,gexATbOUP8rE8pvzKmQ21Q,El Agave Azul,96015,0.3111111111111111,0.3111111111111111,26750.0,4.0,$
3932,Q_FRymXoiq-XAHZv0UbD-A,Red Feather Off-Road Market & Cafe,91934,0.2223544973544974,0.2223544973544974,25568.0,4.5,$
3933,l0sB3N0BJ13pde77mGx6yg,The Great Escape Food & Spirits,91934,0.45218253968253963,0.45218253968253963,25568.0,5.0,$
3934,o8q7hq7Z7qJQRhmcxg3gcg,Lazy Lizard Saloon,91934,0.23819444444444446,0.23819444444444446,25568.0,4.5,$
3935,D8sYySGYwLKVNtyCsjJgNw,Ocotillo Market and Grill,91934,0.3718584656084656,0.3718584656084656,25568.0,5.0,$
3937,f1av55qKRz5eakiBKxI1Jg,Taste of India    ,93206,0.3162037037037037,0.3162037037037037,26912.0,4.0,$
3938,Dztsw9PKmRRQ0kXZMMSRIA,Willow Ranch,93206,0.3333333333333333,0.3333333333333333,26912.0,4.0,$
3939,kICPner3B_ry37d2-iVULw,Tita's Pupuseria,93206,0.3457142857142857,0.3457142857142857,26912.0,4.0,$
3940,kS1iWGS6MwPemE6nbizV2g,Tita's Pupuseria Truck,93206,0.3111111111111111,0.3111111111111111,26912.0,4.0,$
3941,-uOl8LvwKCttC7_l3STygQ,Elsy's Antojitos,93206,0.03333333333333333,0.03333333333333333,26912.0,4.0,$
3943,yNNtnin-2Cv-hFt077oODQ,South LA Cafe,90018,0.32998737373737375,0.32998737373737375,23797.0,5.0,$
3944,Nj9DLT1ctsZQ_ebo4eBBfw,Jack's Family Kitchen,90062,0.1306216931216931,0.1306216931216931,26901.0,4.5,$
3945,4ZmXcttDdx9KRGUi6tMWFQ,Dulan's On Crenshaw,90062,0.16174603174603172,0.16174603174603172,26901.0,4.0,$
3946,Dv2vnZH0bqCEbGCH1xuPHA,Paseo San Miguel,90062,0.3879166666666667,0.3879166666666667,26901.0,4.0,$
3947,fDIERa8MupwJMTJ97upAPg,Ackee Bamboo Jamaican Cuisine,90062,0.23722222222222222,0.23722222222222222,26901.0,4.0,$
3948,mQMCi60kT3UeVuDiOckG_w,Tracey's Belizean Restaurant,90062,0.625,0.625,26901.0,4.5,$
3949,fEY0zHaDMfIW3-N__joDKQ,Bestia,90044,0.22203703703703703,0.22203703703703703,22091.0,4.5,$
3950,KQBGm5G8IDkE8LeNY45mbA,Wurstküche,90033,0.3597222222222222,0.3597222222222222,22429.0,4.0,$
3951,7O1ORGY36A-2aIENyaJWPg,Howlin' Ray's,90031,0.08842592592592595,0.08842592592592595,25300.0,4.5,$
3952,5xFBQiB4Jcy9sI2fUHfcpg,Mariscos Jalisco,90023,0.4277777777777778,0.4277777777777778,26884.0,4.5,$
3953,TkFEKhsCixPWlShULKvMdQ,Bottega Louie,90011,-0.02571428571428565,-0.02571428571428565,23851.0,4.0,$
3954,iSZpZgVnASwEmlq0DORY2A,Daikokuya Little Tokyo,90011,-0.06898148148148145,-0.06898148148148145,23851.0,4.0,$
3955,msR8DIlD4hmdakACMLLCNg,Happy Garden,96123,0.34129629629629626,0.34129629629629626,21667.0,4.5,$
3956,381vEQPKTZjX8vykg_rLmw,Lassen Ale Works,96123,0.48174603174603176,0.48174603174603176,21667.0,4.0,$
3957,ajUufc6QKQOSuTroMeZxjA,White House,96123,0.08750000000000001,0.08750000000000001,21667.0,4.5,$
3958,14N5_cFP6mOnHlbHmNel4Q,Courthouse Cafe,96123,0.30627314814814816,0.30627314814814816,21667.0,4.0,$
3959,8g-c8n4zlaiN6TXbOYQhGQ,Lassen Ale Works Boardroom,96123,0.33425925925925926,0.33425925925925926,21667.0,4.5,$
3960,Vo0q9x6EmexrMaWE1QkPqA,Stonehouse,96123,0.20744949494949494,0.20744949494949494,21667.0,4.0,$
3961,-GO-QQUiU2bdEGrzhs7HAA,The Goat & Vine,92590,0.38983585858585856,0.38983585858585856,26778.0,4.5,$
3962,MYmz4ZjgKFAjrZmojxKdAQ,Mo's Egg House,92590,0.24523809523809523,0.24523809523809523,26778.0,4.5,$
3963,AByjpTS0ehbEOX-UEhKvhA,Gourmet Italia,92590,0.2768939393939394,0.2768939393939394,26778.0,4.0,$
3964,-4xXAT3x_AeBrbD9kfAoSA,Havana Kitchen,92590,-0.05694444444444443,-0.05694444444444443,26778.0,4.5,$
3965,IQAUUdRyFCEWEBXCny3NRQ,1909,92590,0.30462962962962964,0.30462962962962964,26778.0,4.0,$
3966,jdFcHPF81zXsbqeLsqCL6w,Calhoun's Texas Barbeque,92590,0.11154761904761902,0.11154761904761902,26778.0,4.5,$
3967,x1-fudt_VC2Yp9wah55Dnw,Raging Creek Pub Eatery,95546,-0.036111111111111115,-0.036111111111111115,20739.0,4.0,$
3968,IDQAZ07lKiiMyz-0VzJU6A,Early Bird,96010,0.11215277777777782,0.11215277777777782,21000.0,4.0,$
3969,uAZrkolFvfDlR3LywL0fwQ,River Song Natural Foods,96010,0.49200937950937956,0.49200937950937956,21000.0,4.5,$
3970,0YwA156Uzca7Xx0e6DznIg,Bigfoot Steakhouse,96010,0.11666666666666665,0.11666666666666665,21000.0,3.0,$
3971,6REXLDZ7HsC_DZ5pIQl5Xg,Pizza Factory,96010,0.46527777777777785,0.46527777777777785,21000.0,3.0,$
3972,s-QyPQtrRuMc7XfM8GJvXw,Gonzalez Mexican Restaurant,96010,-0.08908730158730159,-0.08908730158730159,21000.0,3.0,$
3973,Z2DQ1ePHO88G10qJUXw0aQ,Auction Yard Cafe,96015,0.4916666666666667,0.4916666666666667,26750.0,4.5,$
3974,NL8_B67sXD_UnEWBqWmzjg,Wagon Wheel Cafe,96015,0.3130555555555556,0.3130555555555556,26750.0,4.0,$
3975,oYA-P6IKalRv1iSGTGiXjg,Harold's Frosty,96015,0.37233333333333335,0.37233333333333335,26750.0,4.5,$
3976,gexATbOUP8rE8pvzKmQ21Q,El Agave Azul,96015,0.3111111111111111,0.3111111111111111,26750.0,4.0,$
3977,372Blsslt4yLUAdoWZhbvw,Antonio's Cucina Italiana,96015,-0.15111111111111108,-0.15111111111111108,26750.0,3.5,$
3979,RJZkauJbPcJ9BrNyOLX6Yw,Broderick Roadhouse - West Sac,95605,0.13125,0.13125,26705.0,4.0,$
